code,lastname,firstname,sei,namae,email_address,company_mobie,gender,date_of_birth,date_of_joining_company,main_category,sub_category,minor_category,classification,position,monthly_basic_salary,qualifications
R876088,岩井,りな,iwai,rina,iwai_rina1@tekuwan.co.jp,030-4998-3555,女性,1972/7/31,2021/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R388861,近藤,ななみ,kondou,nanami,kondou_nanami3@tekuwan.co.jp,030-6741-3731,女性,1974/5/14,2021/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R254298,本田,なつみ,honda,natsumi,honda_natsumi4@tekuwan.co.jp,030-5307-7654,女性,1984/3/14,2021/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R704201,岡田,みゆき,okada,miyuki,okada_miyuki5@tekuwan.co.jp,030-9299-7810,女性,1989/5/8,2021/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R322956,石田,あかり,ishida,akari,ishida_akari6@tekuwan.co.jp,030-5012-5741,女性,1983/5/1,2021/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R407424,水野,まゆ,mizuno,mayu,mizuno_mayu1@tekuwan.co.jp,030-5163-9918,女性,1984/9/23,2021/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R190720,野村,誠,nomura,makoto,nomura_makoto2@tekuwan.co.jp,030-6970-9508,男性,1983/8/23,2022/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R004044,大久保,陽大,ookubo,youdai,ookubo_youdai3@tekuwan.co.jp,030-4892-3936,男性,1994/2/7,2022/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R821456,小川,悠人,ogawa,yuuto,ogawa_yuuto4@tekuwan.co.jp,030-1310-5187,男性,1992/1/6,2022/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R618548,横山,悠希,yokoyama,yuuki,yokoyama_yuuki5@tekuwan.co.jp,030-2676-2625,男性,1984/3/16,2022/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R121403,大久保,悠真,ookubo,yuuma,ookubo_yuuma1@tekuwan.co.jp,030-1836-1559,男性,1993/7/5,2022/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R880844,福田,悠真,fukuda,yuuma,fukuda_yuuma2@tekuwan.co.jp,030-3275-4386,男性,1977/11/19,2022/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R004288,西村,千尋,nishimura,senjin,nishimura_senjin3@tekuwan.co.jp,030-2737-8149,女性,1991/2/2,2022/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R911745,大西,えりか,oonishi,erika,oonishi_erika4@tekuwan.co.jp,030-6313-5882,女性,1983/3/4,2022/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R802407,福田,さくら,fukuda,sakura,fukuda_sakura5@tekuwan.co.jp,030-0340-2108,女性,1994/5/24,2022/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R267204,江口,千尋,eguchi,senjin,eguchi_senjin1@tekuwan.co.jp,030-1132-5625,女性,1976/1/18,2022/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R765014,中川,まい,nakagawa,mai,nakagawa_mai2@tekuwan.co.jp,030-6611-4095,女性,1991/11/11,2022/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R856085,大塚,美咲,ootsuka,misaki,ootsuka_misaki3@tekuwan.co.jp,030-9223-7162,女性,1989/10/6,2022/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R153804,中山,理恵,nakayama,rie,nakayama_rie4@tekuwan.co.jp,030-4689-0924,女性,1979/4/17,2022/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R703396,森本,悠輝,morimoto,yuuki,morimoto_yuuki5@tekuwan.co.jp,030-8728-5833,男性,1975/10/11,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R778937,成田,大悟,narita,daigo,narita_daigo1@tekuwan.co.jp,030-3695-7262,男性,1974/6/20,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R338424,村上,瑛大,murakami,eidai,murakami_eidai2@tekuwan.co.jp,030-4901-6109,男性,1972/1/4,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R476582,山崎,和也,yamazaki,kazuya,yamazaki_kazuya3@tekuwan.co.jp,030-9799-8234,男性,1987/11/22,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R008258,清水,太郎,shimizu,tarou,shimizu_tarou4@tekuwan.co.jp,030-3152-0840,男性,1970/11/17,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R283935,岩田,美和,iwata,miwa,iwata_miwa5@tekuwan.co.jp,030-9014-8463,女性,1981/1/12,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R205872,岩田,結菜,iwata,yuina,iwata_yuina1@tekuwan.co.jp,030-7582-8239,女性,1989/3/10,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R183936,小泉,まい,koizumi,mai,koizumi_mai2@tekuwan.co.jp,030-9468-9441,女性,1972/11/22,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R221805,大谷,佳奈,ootani,kana,ootani_kana3@tekuwan.co.jp,030-3167-2324,女性,1973/4/1,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R424945,川口,美紀,kawaguchi,miki,kawaguchi_miki4@tekuwan.co.jp,030-1460-9152,女性,1976/6/17,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R438264,安藤,ゆうこ,andou,yuuko,andou_yuuko5@tekuwan.co.jp,030-0320-4134,女性,1978/9/25,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R768822,高田,ゆり,takada,yuri,takada_yuri1@tekuwan.co.jp,030-0279-4351,女性,1976/4/6,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R536982,近藤,なな,kondou,nana,kondou_nana2@tekuwan.co.jp,030-3121-9923,女性,1994/7/27,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R457480,市川,優奈,ichikawa,yuuna,ichikawa_yuuna3@tekuwan.co.jp,030-6425-8739,女性,1985/1/11,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
R264061,久保,えみ,kubo,emi,kubo_emi4@tekuwan.co.jp,030-3288-5084,女性,1992/6/19,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R965081,高木,かおり,takagi,kaori,takagi_kaori5@tekuwan.co.jp,030-3901-9033,女性,1973/6/15,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R654125,木村,優奈,kimura,yuuna,kimura_yuuna1@tekuwan.co.jp,030-6602-6562,女性,1981/4/18,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R205817,沢田,桃子,sawada,momoko,sawada_momoko2@tekuwan.co.jp,030-0675-7347,女性,1974/4/21,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R628453,渡辺,凛,watanabe,rin,watanabe_rin3@tekuwan.co.jp,030-2901-2990,女性,1986/7/8,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R610551,新井,愛理,arai,eri,arai_eri4@tekuwan.co.jp,030-1320-8416,女性,1994/1/29,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R519956,内藤,佳奈,naitou,kana,naitou_kana5@tekuwan.co.jp,030-9285-4683,女性,1974/2/14,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"190,000",
R125377,大谷,かな,ootani,kana,ootani_kana1@tekuwan.co.jp,030-9905-3124,女性,1994/4/3,2023/4/1,製造本部,滋賀工場,滋賀製造課,契約社員,,"180,000",
K437882,高木,真太,takagi,makotota,takagi_makotota2@tekuwan.co.jp,030-2707-7083,男性,1959/7/22,1983/4/1,製造本部,滋賀工場,滋賀製造課,嘱託社員,,"180,000",
K551674,小川,大地,ogawa,daichi,ogawa_daichi3@tekuwan.co.jp,030-9014-6330,男性,1961/10/12,1984/4/1,製造本部,滋賀工場,滋賀製造課,嘱託社員,,"180,000",
P802449,吉田,莉子,yoshida,riko,yoshida_riko4@tekuwan.co.jp,030-1364-7849,女性,1993/6/25,2019/12/1,製造本部,滋賀工場,滋賀製造課,パート,,,
P515001,上野,みゆき,ueno,miyuki,ueno_miyuki5@tekuwan.co.jp,030-3512-1217,女性,1993/10/3,2021/10/1,製造本部,滋賀工場,滋賀製造課,パート,,,
P640519,上野,えま,ueno,ema,ueno_ema1@tekuwan.co.jp,030-4614-1947,女性,1978/8/28,2021/10/1,製造本部,滋賀工場,滋賀製造課,パート,,,
SF847987,山口,龍太郎,yamaguchi,ryuutarou,yamaguchi_ryuutarou2@tekuwan.co.jp,030-7616-6410,男性,1981/3/30,2005/4/1,製造本部,滋賀工場,滋賀生産管理課,正社員,課長,"750,000",
SF172149,古賀,陸,koga,riku,koga_riku3@tekuwan.co.jp,030-9354-4810,男性,1989/4/16,2012/4/1,製造本部,滋賀工場,滋賀生産管理課,正社員,チームリーダー,"550,000",
SF374839,伊藤,れいこ,itou,reiko,itou_reiko4@tekuwan.co.jp,030-4543-8480,女性,1994/7/27,2017/4/1,製造本部,滋賀工場,滋賀生産管理課,正社員,,"400,000",
SF187201,小島,翔平,kojima,shouhei,kojima_shouhei5@tekuwan.co.jp,030-2394-0386,男性,1995/4/18,2018/4/1,製造本部,滋賀工場,滋賀生産管理課,正社員,,"375,000",
SF081383,松本,美優,matsumoto,miyu,matsumoto_miyu1@tekuwan.co.jp,030-4703-1475,女性,1995/8/29,2018/4/1,製造本部,滋賀工場,滋賀生産管理課,正社員,,"375,000",
SF235062,岩田,陽翔,iwata,youshou,iwata_youshou2@tekuwan.co.jp,030-4126-5100,男性,1996/12/15,2019/4/1,製造本部,滋賀工場,滋賀生産管理課,正社員,,"350,000",
SF508446,小西,麻衣,konishi,mai,konishi_mai3@tekuwan.co.jp,030-3710-7190,女性,1997/2/16,2019/4/1,製造本部,滋賀工場,滋賀生産管理課,正社員,,"350,000",
R734399,山口,美咲,yamaguchi,misaki,yamaguchi_misaki4@tekuwan.co.jp,030-3286-2189,女性,1993/5/14,2021/4/1,製造本部,滋賀工場,滋賀生産管理課,契約社員,,"180,000",
R210289,森田,れいな,morita,reina,morita_reina5@tekuwan.co.jp,030-8918-4137,女性,1981/2/13,2021/4/1,製造本部,滋賀工場,滋賀生産管理課,契約社員,,"180,000",
K222443,伊藤,悠人,itou,yuuto,itou_yuuto1@tekuwan.co.jp,030-4369-0748,男性,1959/10/20,1983/4/1,製造本部,滋賀工場,滋賀生産管理課,嘱託社員,,"180,000",
P142885,岩井,優衣,iwai,yui,iwai_yui2@tekuwan.co.jp,030-6600-9078,女性,1972/10/3,2019/12/1,製造本部,滋賀工場,滋賀生産管理課,パート,,,
P493594,中村,れいな,nakamura,reina,nakamura_reina3@tekuwan.co.jp,030-9265-2166,女性,1978/8/6,2019/12/1,製造本部,滋賀工場,滋賀生産管理課,パート,,,
P285729,江口,優衣,eguchi,yui,eguchi_yui4@tekuwan.co.jp,030-3955-5545,女性,1992/2/13,2021/10/1,製造本部,滋賀工場,滋賀生産管理課,パート,,,
P088642,新井,悠里,arai,yuuri,arai_yuuri5@tekuwan.co.jp,030-7729-4473,女性,1991/5/5,2021/10/1,製造本部,滋賀工場,滋賀生産管理課,パート,,,
P427766,前田,佳奈,maeda,kana,maeda_kana1@tekuwan.co.jp,030-0250-7152,女性,1982/7/4,2023/9/1,製造本部,滋賀工場,滋賀生産管理課,パート,,,
SF860063,近藤,陽翔,kondou,youshou,kondou_youshou2@tekuwan.co.jp,030-7309-5737,男性,1972/3/3,1996/4/1,製造本部,資材部,資材課,正社員,部長,"1,000,000",
SF968429,松尾,陽一,matsuo,youichi,matsuo_youichi3@tekuwan.co.jp,030-1232-4238,男性,1977/3/4,2002/4/1,製造本部,資材部,資材課,正社員,課長,"700,000",
SF085094,森,直樹,mori,naoki,mori_naoki4@tekuwan.co.jp,030-1531-0755,男性,1982/4/29,2008/4/1,製造本部,資材部,資材課,正社員,チームリーダー,"550,000",
SF447716,富田,慎吾,tomita,shingo,tomita_shingo5@tekuwan.co.jp,030-7612-5930,男性,1990/1/10,2012/4/1,製造本部,資材部,資材課,正社員,チームリーダー,"550,000",
SF226855,岩井,翔太,iwai,shouta,iwai_shouta1@tekuwan.co.jp,030-3898-7257,男性,1990/12/20,2013/4/1,製造本部,資材部,資材課,正社員,チーフ,"450,000",
SF455654,小野,駆,ono,ku,ono_ku2@tekuwan.co.jp,030-1769-9318,男性,1995/11/1,2020/4/1,製造本部,資材部,資材課,正社員,チーフ,"450,000",
SF257957,河野,誠,kouno,makoto,kouno_makoto3@tekuwan.co.jp,030-4270-7500,男性,1994/6/29,2017/4/1,製造本部,資材部,資材課,正社員,,"400,000",
SF737935,古賀,悟,koga,satoshi,koga_satoshi4@tekuwan.co.jp,030-2327-1425,男性,1995/9/28,2018/4/1,製造本部,資材部,資材課,正社員,,"375,000",
SF751417,岩田,かおり,iwata,kaori,iwata_kaori5@tekuwan.co.jp,030-9828-3309,女性,1996/2/24,2018/4/1,製造本部,資材部,資材課,正社員,,"375,000",
SF236275,市川,大樹,ichikawa,taiju,ichikawa_taiju1@tekuwan.co.jp,030-4161-7237,男性,1997/2/17,2019/4/1,製造本部,資材部,資材課,正社員,,"350,000",
SF035635,石井,悠里,ishii,yuuri,ishii_yuuri2@tekuwan.co.jp,030-3248-9273,女性,1997/1/10,2019/4/1,製造本部,資材部,資材課,正社員,,"350,000",
SF233706,河野,美紀,kouno,miki,kouno_miki3@tekuwan.co.jp,030-2523-8573,女性,1997/8/3,2020/4/1,製造本部,資材部,資材課,正社員,,"325,000",
SF742380,白井,瑛斗,shirai,eito,shirai_eito4@tekuwan.co.jp,030-0996-8110,男性,1999/9/15,2022/4/1,製造本部,資材部,資材課,正社員,,"275,000",
R638340,小山,航,oyama,kou,oyama_kou5@tekuwan.co.jp,030-1559-7836,男性,1981/6/24,2021/4/1,製造本部,資材部,資材課,契約社員,,"180,000",
R175677,中山,陽翔,nakayama,youshou,nakayama_youshou1@tekuwan.co.jp,030-0136-8181,男性,1980/9/29,2021/4/1,製造本部,資材部,資材課,契約社員,,"180,000",
R820506,成田,凛,narita,rin,narita_rin2@tekuwan.co.jp,030-8686-4119,女性,1973/11/19,2021/4/1,製造本部,資材部,資材課,契約社員,,"180,000",
R318474,杉山,りさ,sugiyama,risa,sugiyama_risa3@tekuwan.co.jp,030-8699-0035,女性,1990/1/6,2021/4/1,製造本部,資材部,資材課,契約社員,,"180,000",
K948146,中山,隼人,nakayama,hayato,nakayama_hayato4@tekuwan.co.jp,030-0569-6272,男性,1959/3/26,1983/4/1,製造本部,資材部,資材課,嘱託社員,,"180,000",
P551482,白井,美和,shirai,miwa,shirai_miwa5@tekuwan.co.jp,030-8296-8096,女性,1978/9/5,2019/12/1,製造本部,資材部,資材課,パート,,,
P975832,桜井,なな,sakurai,nana,sakurai_nana1@tekuwan.co.jp,030-0359-5587,女性,1997/11/10,2021/10/1,製造本部,資材部,資材課,パート,,,
SF673821,藤井,大樹,fujii,taiju,fujii_taiju2@tekuwan.co.jp,030-2718-1580,男性,1968/4/30,1991/4/1,品質保証部,品質保証部,品質管理課,正社員,部長,"1,000,000",
SF440746,加藤,誠,katou,makoto,katou_makoto3@tekuwan.co.jp,030-3664-0625,男性,1976/12/20,2002/4/1,品質保証部,品質保証部,品質管理課,正社員,課長,"750,000",
SF605734,平田,拓人,hirata,takuto,hirata_takuto4@tekuwan.co.jp,030-3241-6652,男性,1984/2/11,2008/4/1,品質保証部,品質保証部,品質管理課,正社員,チームリーダー,"550,000",
SF970948,藤井,れいな,fujii,reina,fujii_reina5@tekuwan.co.jp,030-3997-3922,女性,1984/1/11,2008/4/1,品質保証部,品質保証部,品質管理課,正社員,チームリーダー,"600,000",
SF275044,成田,陽斗,narita,youto,narita_youto1@tekuwan.co.jp,030-5259-3088,男性,1987/3/21,2011/4/1,品質保証部,品質保証部,品質管理課,正社員,チームリーダー,"550,000",
SF285310,星野,和也,hoshino,kazuya,hoshino_kazuya2@tekuwan.co.jp,030-6865-8894,男性,1990/10/27,2013/4/1,品質保証部,品質保証部,品質管理課,正社員,チーフ,"450,000",
SF909162,高山,颯太,kouzan,fuuta,kouzan_fuuta3@tekuwan.co.jp,030-8218-0006,男性,1990/1/15,2013/4/1,品質保証部,品質保証部,品質管理課,正社員,チーフ,"450,000",
SF436185,石井,美穂,ishii,miho,ishii_miho4@tekuwan.co.jp,030-4954-1014,女性,1990/2/27,2013/4/1,品質保証部,品質保証部,品質管理課,正社員,チーフ,"450,000",
SF003908,大石,翔平,ooishi,shouhei,ooishi_shouhei5@tekuwan.co.jp,030-0450-8834,男性,1993/12/24,2016/4/1,品質保証部,品質保証部,品質管理課,正社員,チーフ,"450,000",
SF811312,金子,雄介,kaneko,yuusuke,kaneko_yuusuke1@tekuwan.co.jp,030-4924-4824,男性,1994/5/2,2017/4/1,品質保証部,品質保証部,品質管理課,正社員,,"400,000",
SF940053,近藤,愛理,kondou,eri,kondou_eri2@tekuwan.co.jp,030-2902-3099,女性,1994/5/11,2017/4/1,品質保証部,品質保証部,品質管理課,正社員,,"400,000",
SF393547,大西,みゆき,oonishi,miyuki,oonishi_miyuki3@tekuwan.co.jp,030-2942-6216,女性,1996/3/8,2018/4/1,品質保証部,品質保証部,品質管理課,正社員,,"375,000",
SF483018,増田,大輔,masuda,daisuke,masuda_daisuke4@tekuwan.co.jp,030-9665-6337,男性,1997/1/27,2019/4/1,品質保証部,品質保証部,品質管理課,正社員,,"350,000",
SF926874,岡本,瑛大,okamoto,eidai,okamoto_eidai5@tekuwan.co.jp,030-7710-4455,男性,1996/5/11,2019/4/1,品質保証部,品質保証部,品質管理課,正社員,,"350,000",
SF431411,古川,瑛太,furukawa,eita,furukawa_eita1@tekuwan.co.jp,030-7080-2754,男性,1998/5/6,2021/4/1,品質保証部,品質保証部,品質管理課,正社員,,"300,000",
SF702755,高田,さきみ,takada,sakimi,takada_sakimi2@tekuwan.co.jp,030-2048-1662,女性,1998/6/27,2021/4/1,品質保証部,品質保証部,品質管理課,正社員,,"300,000",
SF618257,武田,翔太,takeda,shouta,takeda_shouta3@tekuwan.co.jp,030-9908-2389,男性,1999/9/3,2022/4/1,品質保証部,品質保証部,品質管理課,正社員,,"275,000",
SF375665,杉本,雅也,sugimoto,masaya,sugimoto_masaya4@tekuwan.co.jp,030-5388-3801,男性,1999/8/24,2022/4/1,品質保証部,品質保証部,品質管理課,正社員,,"275,000",
SF845915,松尾,翼,matsuo,tsubasa,matsuo_tsubasa5@tekuwan.co.jp,030-7886-9788,男性,1999/11/9,2022/4/1,品質保証部,品質保証部,品質管理課,正社員,,"275,000",
SF032113,松田,悠也,matsuda,yuuya,matsuda_yuuya1@tekuwan.co.jp,030-2056-0854,男性,2000/3/8,2022/4/1,品質保証部,品質保証部,品質管理課,正社員,,"275,000",
SF152081,高山,陽翔,kouzan,youshou,kouzan_youshou2@tekuwan.co.jp,030-0497-3743,男性,1999/7/3,2022/4/1,品質保証部,品質保証部,品質管理課,正社員,,"275,000",
SF574277,大森,れいな,oomori,reina,oomori_reina3@tekuwan.co.jp,030-5355-5273,女性,1999/11/3,2022/4/1,品質保証部,品質保証部,品質管理課,正社員,,"275,000",
SF643860,星野,颯太,hoshino,fuuta,hoshino_fuuta4@tekuwan.co.jp,030-9310-7725,男性,2000/10/24,2023/4/1,品質保証部,品質保証部,品質管理課,正社員,,"250,000",
SF050251,森,大悟,mori,daigo,mori_daigo5@tekuwan.co.jp,030-9390-7628,男性,2000/11/14,2023/4/1,品質保証部,品質保証部,品質管理課,正社員,,"250,000",
SF941873,古川,かおり,furukawa,kaori,furukawa_kaori1@tekuwan.co.jp,030-3144-5633,女性,2001/2/2,2023/4/1,品質保証部,品質保証部,品質管理課,正社員,,"250,000",
R604399,中川,陸,nakagawa,riku,nakagawa_riku2@tekuwan.co.jp,030-5622-5452,男性,1992/6/13,2021/4/1,品質保証部,品質保証部,品質管理課,契約社員,,"180,000",
R734828,菊池,拓斗,kikuchi,takuto,kikuchi_takuto3@tekuwan.co.jp,030-9143-9872,男性,1978/2/28,2021/4/1,品質保証部,品質保証部,品質管理課,契約社員,,"180,000",
R355697,中島,陸,nakajima,riku,nakajima_riku4@tekuwan.co.jp,030-4221-8353,男性,1980/11/18,2021/4/1,品質保証部,品質保証部,品質管理課,契約社員,,"180,000",
R678981,金子,龍太郎,kaneko,ryuutarou,kaneko_ryuutarou5@tekuwan.co.jp,030-6990-9245,男性,1994/7/4,2021/4/1,品質保証部,品質保証部,品質管理課,契約社員,,"180,000",
R190081,大西,陽太,oonishi,youta,oonishi_youta1@tekuwan.co.jp,030-2264-8252,男性,1986/11/19,2021/4/1,品質保証部,品質保証部,品質管理課,契約社員,,"180,000",
R424669,安藤,葵,andou,aoi,andou_aoi2@tekuwan.co.jp,030-5656-7880,女性,1983/4/24,2021/4/1,品質保証部,品質保証部,品質管理課,契約社員,,"180,000",
R826552,橋本,ゆうこ,hashimoto,yuuko,hashimoto_yuuko3@tekuwan.co.jp,030-1654-0224,女性,1991/1/9,2022/4/1,品質保証部,品質保証部,品質管理課,契約社員,,"180,000",
R031649,横山,りな,yokoyama,rina,yokoyama_rina4@tekuwan.co.jp,030-0127-6767,女性,1985/5/12,2022/4/1,品質保証部,品質保証部,品質管理課,契約社員,,"180,000",
K897155,栗田,悠人,kurita,yuuto,kurita_yuuto5@tekuwan.co.jp,030-7340-8580,男性,1959/7/29,1982/4/1,品質保証部,品質保証部,品質管理課,嘱託社員,,"180,000",
K421486,市川,悠太郎,ichikawa,yuutarou,ichikawa_yuutarou1@tekuwan.co.jp,030-7349-7064,男性,1960/9/14,1983/4/1,品質保証部,品質保証部,品質管理課,嘱託社員,,"180,000",
K358342,小山,誠,oyama,makoto,oyama_makoto2@tekuwan.co.jp,030-2722-2122,男性,1961/1/16,1983/4/1,品質保証部,品質保証部,品質管理課,嘱託社員,,"180,000",
K516085,橋本,悠斗,hashimoto,yuuto,hashimoto_yuuto3@tekuwan.co.jp,030-9966-7252,男性,1961/11/17,1984/4/1,品質保証部,品質保証部,品質管理課,嘱託社員,,"180,000",
K622697,佐野,慎太郎,sano,shintarou,sano_shintarou4@tekuwan.co.jp,030-5292-6830,男性,1961/7/11,1984/4/1,品質保証部,品質保証部,品質管理課,嘱託社員,,"180,000",
K081920,松本,翔太,matsumoto,shouta,matsumoto_shouta5@tekuwan.co.jp,030-7369-8521,男性,1962/9/26,1985/4/1,品質保証部,品質保証部,品質管理課,嘱託社員,,"180,000",
K742919,山本,隼斗,yamamoto,hayato,yamamoto_hayato1@tekuwan.co.jp,030-6948-2145,男性,1962/10/15,1985/4/1,品質保証部,品質保証部,品質管理課,嘱託社員,,"180,000",
P306735,中村,まりな,nakamura,marina,nakamura_marina2@tekuwan.co.jp,030-5032-2583,女性,1989/1/22,2019/12/1,品質保証部,品質保証部,品質管理課,パート,,,
P260031,川口,さつき,kawaguchi,satsuki,kawaguchi_satsuki3@tekuwan.co.jp,030-0102-8500,女性,1999/10/4,2019/12/1,品質保証部,品質保証部,品質管理課,パート,,,
P387065,武田,美紀,takeda,miki,takeda_miki4@tekuwan.co.jp,030-8215-2208,女性,1973/8/22,2021/10/1,品質保証部,品質保証部,品質管理課,パート,,,
P437711,山崎,愛美,yamazaki,manami,yamazaki_manami5@tekuwan.co.jp,030-1524-7888,女性,2000/10/21,2023/9/1,品質保証部,品質保証部,品質管理課,パート,,,
P020629,石井,みゆき,ishii,miyuki,ishii_miyuki1@tekuwan.co.jp,030-0741-2787,女性,1994/4/27,2023/9/1,品質保証部,品質保証部,品質管理課,パート,,,
SF629305,清水,みさと,shimizu,misato,shimizu_misato2@tekuwan.co.jp,030-5815-8741,女性,1977/1/20,2001/4/1,品質保証部,品質保証部,品質保証課,正社員,課長,"750,000",
SF267649,大谷,陽大,ootani,youdai,ootani_youdai3@tekuwan.co.jp,030-9223-4529,男性,1983/9/4,2008/4/1,品質保証部,品質保証部,品質保証課,正社員,チームリーダー,"550,000",
SF842236,佐野,慎吾,sano,shingo,sano_shingo4@tekuwan.co.jp,030-2945-7603,男性,1984/5/7,2008/4/1,品質保証部,品質保証部,品質保証課,正社員,チームリーダー,"550,000",
SF381275,大野,翔,oono,shou,oono_shou5@tekuwan.co.jp,030-3159-6192,男性,1990/4/29,2013/4/1,品質保証部,品質保証部,品質保証課,正社員,チーフ,"450,000",
SF499955,北川,健吾,kitagawa,kengo,kitagawa_kengo1@tekuwan.co.jp,030-8421-1757,男性,1990/11/25,2013/4/1,品質保証部,品質保証部,品質保証課,正社員,チーフ,"450,000",
SF441606,菊池,みさと,kikuchi,misato,kikuchi_misato2@tekuwan.co.jp,030-0911-5498,女性,1989/2/26,2013/4/1,品質保証部,品質保証部,品質保証課,正社員,チーフ,"450,000",
SF722334,北村,陽太,kitamura,youta,kitamura_youta3@tekuwan.co.jp,030-9557-0237,男性,1995/2/5,2017/4/1,品質保証部,品質保証部,品質保証課,正社員,,"400,000",
SF085647,市川,なつみ,ichikawa,natsumi,ichikawa_natsumi4@tekuwan.co.jp,030-5393-5947,女性,1994/4/20,2017/4/1,品質保証部,品質保証部,品質保証課,正社員,,"400,000",
SF448057,水野,駆,mizuno,ku,mizuno_ku5@tekuwan.co.jp,030-6178-2494,男性,1996/1/23,2018/4/1,品質保証部,品質保証部,品質保証課,正社員,,"375,000",
SF837304,田村,悠希,tamura,yuuki,tamura_yuuki1@tekuwan.co.jp,030-7826-8004,男性,1995/5/1,2018/4/1,品質保証部,品質保証部,品質保証課,正社員,,"375,000",
SF026357,本間,航,honma,kou,honma_kou2@tekuwan.co.jp,030-4754-9895,男性,1996/2/29,2018/4/1,品質保証部,品質保証部,品質保証課,正社員,,"375,000",
SF006456,山崎,颯,yamazaki,satsu,yamazaki_satsu3@tekuwan.co.jp,030-2036-5093,男性,1995/9/24,2018/4/1,品質保証部,品質保証部,品質保証課,正社員,,"375,000",
SF955684,横山,雅也,yokoyama,masaya,yokoyama_masaya4@tekuwan.co.jp,030-3776-2783,男性,1995/3/21,2018/4/1,品質保証部,品質保証部,品質保証課,正社員,,"375,000",
SF585609,小川,ゆうこ,ogawa,yuuko,ogawa_yuuko5@tekuwan.co.jp,030-8448-9741,女性,1995/7/16,2018/4/1,品質保証部,品質保証部,品質保証課,正社員,,"375,000",
SF893655,田村,悠吾,tamura,yuuware,tamura_yuuware1@tekuwan.co.jp,030-5342-9737,男性,1997/1/10,2019/4/1,品質保証部,品質保証部,品質保証課,正社員,,"350,000",
SF112004,大石,悠一,ooishi,yuuichi,ooishi_yuuichi2@tekuwan.co.jp,030-0815-2582,男性,1997/5/27,2020/4/1,品質保証部,品質保証部,品質保証課,正社員,,"325,000",
SF998815,岡田,和也,okada,kazuya,okada_kazuya3@tekuwan.co.jp,030-3519-0303,男性,1997/10/8,2020/4/1,品質保証部,品質保証部,品質保証課,正社員,,"325,000",
SF944733,清水,悠斗,shimizu,yuuto,shimizu_yuuto4@tekuwan.co.jp,030-8693-3130,男性,1998/3/13,2020/4/1,品質保証部,品質保証部,品質保証課,正社員,,"325,000",
